id	reason
rxn14249	CI
rxn14250	CI
rxn14251	MI
rxn14252	MI
rxn14253	Abstract
rxn14254	MI
rxn14256	Abstract
rxn14265	MI
rxn14266	OBS
rxn14268	Abstract
rxn14272	MI
rxn14277	MI
rxn14281	Abstract
rxn14283	Abstract
rxn14290	Abstract
rxn14297	MI
rxn14300	Abstract
rxn14306	CI
rxn14307	OBS
rxn14309	MI
rxn14312	OBS
rxn14315	MI
rxn14316	OBS
rxn14317	Abstract
rxn14325	OBS
rxn14326	MI
rxn14329	MI
rxn14341	CI
rxn14343	MI
rxn14348	CI
rxn14349	MI
rxn14351	Abstract
rxn14352	MI
rxn14353	Abstract
rxn14355	Abstract
rxn14356	MI
rxn14358	MI
rxn14360	OBS
rxn14364	MI
rxn14366	MI
rxn14367	MI
rxn14373	Abstract
rxn14374	MI
rxn14377	OBS
rxn14380	Abstract
rxn14381	Abstract
rxn14382	Abstract
rxn14384	Abstract
rxn14391	Abstract
rxn14393	OBS
rxn14396	CI
rxn14399	Abstract
rxn14401	MI
rxn14402	MI
rxn14429	CI
rxn14430	CI
rxn15000	MI
rxn15016	MI
rxn15031	MI
rxn15032	MI
rxn15041	MI
rxn15042	MI
rxn15043	MI
rxn15047	CI
rxn15048	CI
rxn15053	CI
rxn15054	MI
rxn15062	CI
rxn15089	MI
rxn15090	CI
rxn15091	CI
rxn15103	OBS
rxn15159	CI
rxn15160	MI
rxn15168	CI
rxn15169	CI
rxn15170	CI
rxn15182	MI
rxn15183	MI
rxn15184	MI
rxn15193	MI
rxn15194	MI
rxn15199	MI
rxn15200	MI
rxn15210	Abstract
rxn15211	Abstract
rxn15216	CI
rxn15217	Abstract
rxn15218	Abstract
rxn15224	OBS
rxn15226	OBS
rxn15232	MI
rxn15242	Abstract
rxn15243	Abstract
rxn15246	MI
rxn15247	MI
rxn15251	MI
rxn15273	CI
rxn15274	CI
rxn15275	Abstract
rxn15289	MI
rxn15292	MI
rxn15295	CI
rxn15299	MI
rxn15300	MI
rxn15301	CI
rxn15302	Abstract
rxn15303	CI
rxn15304	MI
rxn15305	MI
rxn15314	MI
rxn15315	CI
rxn15318	MI
rxn15321	MI
rxn15326	OBS
rxn15327	OBS
rxn15329	OBS
rxn15331	OBS
rxn15350	Abstract
rxn15351	Abstract
rxn15352	Abstract
rxn15353	Abstract
rxn15358	CI
rxn15362	CI
rxn15363	Abstract
rxn15365	CI
rxn15366	MI
rxn15367	MI
rxn15369	CI
rxn15370	CI
rxn15371	MI
rxn15372	MI
rxn15374	MI
rxn15375	MI
rxn15376	MI
rxn15377	MI
rxn15388	MI
rxn15392	MI
rxn15393	OBS
rxn15396	CI
rxn15402	Abstract
rxn15404	Abstract
rxn15405	Abstract
rxn15406	Abstract
rxn15411	CI
rxn15414	Abstract
rxn15415	Abstract
rxn15416	Abstract
rxn15422	CI
rxn15423	MI
rxn15424	MI
rxn15434	MI
rxn15436	OBS
rxn15442	Abstract
rxn15443	Abstract
rxn15444	Abstract
rxn15445	Abstract
rxn15448	Abstract
rxn15449	OBS
rxn15450	Abstract
rxn15451	Abstract
rxn15452	MI
rxn15453	MI
rxn15454	MI
rxn15455	MI
rxn15458	MI
rxn15459	Abstract
rxn15464	Abstract
rxn15465	Abstract
rxn15468	Abstract
rxn15469	Abstract
rxn15470	CI
rxn15473	Abstract
rxn15474	Abstract
rxn15476	CI
rxn15478	Abstract
rxn15481	CI
rxn15483	Abstract
rxn15484	Abstract
rxn15485	Abstract
rxn15486	Abstract
rxn15487	Abstract
rxn15488	Abstract
rxn15498	MI
rxn15499	MI
rxn15500	CI
rxn15501	Abstract
rxn15502	Abstract
rxn15503	OBS
rxn15504	MI
rxn15513	Abstract
rxn15514	Abstract
rxn15515	Abstract
rxn15516	Abstract
rxn15517	Abstract
rxn15518	Abstract
rxn15527	MI
rxn15528	MI
rxn15529	MI
rxn15530	MI
rxn15532	MI
rxn15533	MI
rxn15535	Abstract
rxn15536	CI
rxn15538	CI
rxn15540	CI
rxn15542	MI
rxn15543	MI
rxn15549	MI
rxn15553	MI
rxn15554	MI
rxn15555	MI
rxn15556	MI
rxn15557	MI
rxn15558	MI
rxn15559	MI
rxn15560	OBS
rxn15561	MI
rxn15562	MI
rxn15563	MI
rxn15564	MI
rxn15565	MI
rxn15568	OBS
rxn15569	MI
rxn15570	CI
rxn15571	CI
rxn15572	MI
rxn15573	MI
rxn15574	MI
rxn15575	MI
rxn15576	MI
rxn15578	MI
rxn15579	MI
rxn15580	MI
rxn15581	MI
rxn15589	MI
rxn15591	MI
rxn15592	MI
rxn15593	MI
rxn15595	MI
rxn15596	MI
rxn15597	MI
rxn15598	MI
rxn15599	MI
rxn15600	MI
rxn15601	MI
rxn15603	MI
rxn15604	OBS
rxn15605	MI
rxn15606	MI
rxn15608	MI
rxn15609	MI
rxn15610	MI
rxn15611	MI
rxn15613	OBS
rxn15631	MI
rxn15634	CI
rxn15635	CI
rxn15637	MI
rxn15638	MI
rxn15652	CI
rxn15656	OBS
rxn15663	MI
rxn15666	CI
rxn15667	CI
rxn15671	MI
rxn15672	MI
rxn15678	MI
rxn15681	CI
rxn15683	MI
rxn15684	MI
rxn15685	CI
rxn15686	CI
rxn15687	CI
rxn15688	CI
rxn15690	MI
rxn15691	MI
rxn15693	OBS
rxn15694	Abstract
rxn15698	CI
rxn15702	CI
rxn15703	CI
rxn15704	CI
rxn15705	MI
rxn15707	CI
rxn15708	MI
rxn15709	MI
rxn15728	Abstract
rxn15729	CI
rxn15730	CI
rxn15731	CI
rxn15732	CI
rxn15733	CI
rxn15734	MI
rxn15735	MI
rxn15737	MI
rxn15739	MI
rxn15740	CI
rxn15741	CI
rxn15746	Abstract
rxn15747	CI
rxn15751	OBS
rxn15752	MI
rxn15753	MI
rxn15754	CI
rxn15755	MI
rxn15757	MI
rxn15758	CI
rxn15763	MI
rxn15765	MI
rxn15766	Abstract
rxn15767	Abstract
rxn15770	CI
rxn15773	OBS
rxn15775	OBS
rxn15776	CI
rxn15777	CI
rxn15778	CI
rxn15781	MI
rxn15786	CI
rxn15787	MI
rxn15788	MI
rxn15791	CI
rxn15794	CI
rxn15795	CI
rxn15796	CI
rxn15797	MI
rxn15798	MI
rxn15799	MI
rxn15800	MI
rxn15801	CI
rxn15804	CI
rxn15805	CI
rxn15810	CI
rxn15817	CI
rxn15818	MI
rxn15819	CI
rxn15825	Abstract
rxn15828	MI
rxn15829	CI
rxn15830	MI
rxn15832	MI
rxn15836	MI
rxn15837	MI
rxn15838	MI
rxn15839	MI
rxn15840	MI
rxn15841	MI
rxn15843	MI
rxn15848	CI
rxn15854	CI
rxn15859	MI
rxn15860	Abstract
rxn15861	Abstract
rxn15862	Abstract
rxn15863	MI
rxn15868	CI
rxn15869	MI
rxn15870	MI
rxn15871	MI
rxn15888	MI
rxn15889	MI
rxn15890	MI
rxn15892	MI
rxn15893	MI
rxn15894	MI
rxn15895	CI
rxn15896	MI
rxn15902	Abstract
rxn15903	Abstract
rxn15904	Abstract
rxn15905	Abstract
rxn15906	CI
rxn15911	MI
rxn15913	MI
rxn15914	MI
rxn15915	MI
rxn15916	CI
rxn15920	MI
rxn15921	MI
rxn15922	CI
rxn15925	CI
rxn15926	CI
rxn15927	CI
rxn15928	CI
rxn15931	MI
rxn15932	MI
rxn15933	Abstract
rxn15934	Abstract
rxn15935	Abstract
rxn15936	MI
rxn15939	CI
rxn15942	Abstract
rxn15943	Abstract
rxn15950	CI
rxn15951	MI
rxn15955	MI
rxn15956	MI
rxn15957	MI
rxn15959	CI
rxn15960	CI
rxn15963	OBS
rxn15965	MI
rxn15966	MI
rxn15967	MI
rxn15968	CI
rxn15969	MI
rxn15973	MI
rxn15974	CI
rxn15975	MI
rxn15977	MI
rxn15978	CI
rxn15979	MI
rxn15983	MI
rxn15988	OBS
rxn16001	MI
rxn16004	MI
rxn16005	MI
rxn16006	MI
rxn16007	MI
rxn16008	MI
rxn16009	MI
rxn16011	CI
rxn16012	MI
rxn16013	MI
rxn16014	MI
rxn16015	MI
rxn16016	CI
rxn16017	CI
rxn16018	MI
rxn16020	MI
rxn16023	CI
rxn16028	CI
rxn16029	CI
rxn16031	CI
rxn16033	CI
rxn16035	CI
rxn16036	CI
rxn16038	CI
rxn16040	CI
rxn16043	MI
rxn16044	CI
rxn16049	Abstract
rxn16050	MI
rxn16058	MI
rxn16059	MI
rxn16060	MI
rxn16061	MI
rxn16062	CI
rxn16064	MI
rxn16065	MI
rxn16067	CI
rxn16072	MI
rxn16074	CI
rxn16078	CI
rxn16080	MI
rxn16101	CI
rxn16112	CI
rxn16118	MI
rxn16119	CI
rxn16120	CI
rxn16121	CI
rxn16122	CI
rxn16123	CI
rxn16124	CI
rxn16125	Abstract
rxn16126	Abstract
rxn16127	Abstract
rxn16128	Abstract
rxn16129	Abstract
rxn16152	MI
rxn16153	MI
rxn16154	MI
rxn16155	MI
rxn16158	MI
rxn16159	Abstract
rxn16160	MI
rxn16163	CI
rxn16164	MI
rxn16166	MI
rxn16167	MI
rxn16169	CI
rxn16171	MI
rxn16172	CI
rxn16173	CI
rxn16174	MI
rxn16177	MI
rxn16179	CI
rxn16181	MI
rxn16182	CI
rxn16184	CI
rxn16185	MI
rxn16186	CI
rxn16187	MI
rxn16188	MI
rxn16189	MI
rxn16190	MI
rxn16191	MI
rxn16192	CI
rxn16193	CI
rxn16195	CI
rxn16196	MI
rxn16197	MI
rxn16198	MI
rxn16200	MI
rxn16201	MI
rxn16202	MI
rxn16203	MI
rxn16205	CI
rxn16208	CI
rxn16209	CI
rxn16216	CI
rxn16219	MI
rxn16220	MI
rxn16233	CI
rxn16246	CI
rxn16249	CI
rxn16250	CI
rxn16251	CI
rxn16252	CI
rxn16256	Abstract
rxn16263	CI
rxn16264	CI
rxn16265	Abstract
rxn16266	MI
rxn16267	MI
rxn16274	MI
rxn16275	MI
rxn16276	MI
rxn16277	MI
rxn16286	CI
rxn16287	MI
rxn16288	MI
rxn16293	CI
rxn16294	CI
rxn16295	MI
rxn16296	MI
rxn16297	MI
rxn16302	Abstract
rxn16303	Abstract
rxn16308	MI
rxn16309	MI
rxn16310	CI
rxn16311	Abstract
rxn16312	MI
rxn16313	CI
rxn16324	Abstract
rxn16325	MI
rxn16326	MI
rxn16327	MI
rxn16328	CI
rxn16335	Abstract
rxn16338	MI
rxn16341	Abstract
rxn16344	CI
rxn16347	Abstract
rxn16348	CI
rxn16349	Abstract
rxn16350	CI
rxn16351	Abstract
rxn16352	MI
rxn16353	Abstract
rxn16356	CI
rxn16361	MI
rxn16370	CI
rxn16372	CI
rxn16374	CI
rxn16375	CI
rxn16382	CI
rxn16384	CI
rxn16385	Abstract
rxn16395	MI
rxn16396	CI
rxn16397	CI
rxn16405	CI
rxn16406	CI
rxn16407	CI
rxn16439	MI
rxn16440	CI
rxn16441	CI
rxn16446	MI
rxn16447	MI
rxn16478	CI
rxn16479	CI
rxn16480	CI
rxn16488	Abstract
rxn16489	CI
rxn16502	MI
rxn16505	Abstract
rxn16506	Abstract
rxn16514	MI
rxn16515	Abstract
rxn16516	Abstract
rxn16517	Abstract
rxn16518	Abstract
rxn16520	CI
rxn16521	CI
rxn16526	Abstract
rxn16537	MI
rxn16538	MI
rxn16539	MI
rxn16544	Abstract
rxn16549	MI
rxn16550	Abstract
rxn16562	MI
rxn16568	MI
rxn16575	MI
rxn16576	MI
rxn16580	CI
rxn16587	CI
rxn16588	Abstract
rxn16589	Abstract
rxn16599	CI
rxn16600	CI
rxn16601	CI
rxn16602	CI
rxn16603	CI
rxn16605	MI
rxn16606	MI
rxn16617	Abstract
rxn16618	Abstract
rxn16619	Abstract
rxn16620	Abstract
rxn16621	Abstract
rxn16629	Abstract
rxn16639	CI
rxn16640	MI
rxn16643	CI
rxn16644	CI
rxn16645	CI
rxn16649	CI
rxn16650	MI
rxn16667	CI
rxn16668	Abstract
rxn16673	CI
rxn16674	CI
rxn16675	CI
rxn16686	MI
rxn16688	MI
rxn16689	CI
rxn16692	MI
rxn16693	MI
rxn16696	MI
rxn16698	CI
rxn16715	CI
rxn16722	MI
rxn16757	MI
rxn16770	CI
rxn16778	Abstract
rxn16789	Abstract
rxn16792	OBS
rxn16828	MI
rxn16837	Abstract
rxn16840	MI
rxn16841	MI
rxn16846	MI
rxn16847	MI
rxn16849	Abstract
rxn16850	Abstract
rxn16851	OBS
rxn16852	OBS
rxn16853	OBS
rxn16854	Abstract
rxn16855	OBS
rxn16856	Abstract
rxn16857	Abstract
rxn16858	Abstract
rxn16860	OBS
rxn16861	Abstract
rxn16862	OBS
rxn16863	OBS
rxn16864	Abstract
rxn16865	Abstract
rxn16866	OBS
rxn16869	Abstract
rxn16870	Abstract
rxn16873	Abstract
rxn16877	Abstract
rxn16878	Abstract
rxn16879	OBS
rxn16881	Abstract
rxn16882	Abstract
rxn16884	Abstract
rxn16885	Abstract
rxn16887	OBS
rxn16888	OBS
rxn16889	OBS
rxn16890	Abstract
rxn16891	Abstract
rxn16893	Abstract
rxn16894	Abstract
rxn16895	OBS
rxn16896	OBS
rxn16897	CI
rxn16898	OBS
rxn16900	OBS
rxn16901	Abstract
rxn16947	OBS
rxn16993	Abstract
rxn16994	OBS
rxn16995	OBS
rxn16996	Abstract
rxn16997	CI
rxn16998	CI
rxn16999	Abstract
rxn17000	OBS
rxn17001	Abstract
rxn17047	CI
rxn17048	MI
rxn17049	Abstract
rxn17060	CI
rxn17061	OBS
rxn17063	Abstract
rxn17065	MI
rxn17066	Abstract
rxn17067	Abstract
rxn17068	Abstract
rxn17070	OBS
rxn17074	OBS
rxn17075	OBS
rxn17076	Abstract
rxn17078	Abstract
rxn17079	Abstract
rxn17080	OBS
rxn17082	Abstract
rxn17086	OBS
rxn17087	OBS
rxn17088	OBS
rxn17089	OBS
rxn17090	Abstract
rxn17091	Abstract
rxn17092	OBS
rxn17093	OBS
rxn17094	Abstract
rxn17095	OBS
rxn17096	OBS
rxn17097	OBS
rxn17098	Abstract
rxn17099	OBS
rxn17101	CI
rxn17103	Abstract
rxn17105	OBS
rxn17108	Abstract
rxn17110	Abstract
rxn17112	Abstract
rxn17115	MI
rxn17117	Abstract
rxn17118	Abstract
rxn17119	OBS
rxn17120	Abstract
rxn17121	Abstract
rxn17122	Abstract
rxn17123	Abstract
rxn17124	OBS
rxn17125	Abstract
rxn17126	OBS
rxn17129	Abstract
rxn17130	Abstract
rxn17131	Abstract
rxn17132	Abstract
rxn17133	Abstract
rxn17134	Abstract
rxn17135	Abstract
rxn17138	OBS
rxn17141	CI
rxn17142	Abstract
rxn17143	Abstract
rxn17144	Abstract
rxn17145	CI
rxn17146	Abstract
rxn17147	CI
rxn17148	Abstract
rxn17194	Abstract
rxn17195	Abstract
rxn17196	Abstract
rxn17197	OBS
rxn17198	OBS
rxn17199	OBS
rxn17202	Abstract
rxn17203	CI
rxn17204	CI
rxn17205	CI
rxn17206	Abstract
rxn17207	OBS
rxn17208	CI
rxn17209	CI
rxn17210	CI
rxn17211	Abstract
rxn17212	CI
rxn17213	CI
rxn17214	Abstract
rxn17215	OBS
rxn17216	CI
rxn17217	Abstract
rxn17218	OBS
rxn17219	CI
rxn17220	CI
rxn17222	Abstract
rxn17223	OBS
rxn17224	MI
rxn17225	CI
rxn17226	OBS
rxn17227	MI
rxn17228	CI
rxn17229	CI
rxn17230	CI
rxn17231	CI
rxn17232	Abstract
rxn17233	Abstract
rxn17234	Abstract
rxn17235	Abstract
rxn17236	Abstract
rxn17237	OBS
rxn17238	Abstract
rxn17240	Abstract
rxn17241	Abstract
rxn17243	OBS
rxn17244	Abstract
rxn17245	Abstract
rxn17246	OBS
rxn17247	OBS
rxn17248	OBS
rxn17249	CI
rxn17250	CI
rxn17251	CI
rxn17252	CI
rxn17253	CI
rxn17254	Abstract
rxn17255	CI
rxn17257	CI
rxn17259	OBS
rxn17260	Abstract
rxn17261	Abstract
rxn17262	Abstract
rxn17263	Abstract
rxn17264	OBS
rxn17265	Abstract
rxn17266	Abstract
rxn17267	Abstract
rxn17268	CI
rxn17269	Abstract
rxn17270	CI
rxn17271	CI
rxn17272	CI
rxn17275	Abstract
rxn17276	CI
rxn17277	Abstract
rxn17322	OBS
rxn17368	CI
rxn17369	Abstract
rxn17370	OBS
rxn17371	Abstract
rxn17372	OBS
rxn17373	Abstract
rxn17374	Abstract
rxn17375	OBS
rxn17376	OBS
rxn17377	Abstract
rxn17378	OBS
rxn17379	MI
rxn17380	MI
rxn17381	Abstract
rxn17382	Abstract
rxn17383	Abstract
rxn17384	OBS
rxn17385	Abstract
rxn17386	Abstract
rxn17387	Abstract
rxn17388	Abstract
rxn17389	Abstract
rxn17390	CI
rxn17396	Abstract
rxn17397	Abstract
rxn17398	CI
rxn17399	Abstract
rxn17401	CI
rxn17402	Abstract
rxn17403	Abstract
rxn17404	OBS
rxn17405	OBS
rxn17406	Abstract
rxn17407	Abstract
rxn17408	Abstract
rxn17409	Abstract
rxn17411	Abstract
rxn17412	OBS
rxn17413	CI
rxn17414	OBS
rxn17415	CI
rxn17416	Abstract
rxn17417	Abstract
rxn17418	OBS
rxn17420	Abstract
rxn17421	Abstract
rxn17422	Abstract
rxn17423	Abstract
rxn17424	MI
rxn17426	CI
rxn17427	CI
rxn17429	OBS
rxn17430	Abstract
rxn17431	Abstract
rxn17432	Abstract
rxn17433	OBS
rxn17434	Abstract
rxn17435	Abstract
rxn17436	Abstract
rxn17437	Abstract
rxn17438	OBS
rxn17439	Abstract
rxn17440	OBS
rxn17441	OBS
rxn17442	Abstract
rxn17445	Abstract
rxn17448	Abstract
rxn17449	Abstract
rxn17450	Abstract
rxn17451	Abstract
rxn17452	Abstract
rxn17453	MI
rxn17456	Abstract
rxn17457	MI
rxn17458	MI
rxn17459	MI
rxn17460	Abstract
rxn17461	Abstract
rxn17462	Abstract
rxn17463	MI
rxn17464	Abstract
rxn17465	OBS
rxn17466	Abstract
rxn17467	Abstract
rxn17468	OBS
rxn17469	Abstract
rxn17470	MI
rxn17471	Abstract
rxn17472	MI
rxn17473	Abstract
rxn17474	OBS
rxn17475	OBS
rxn17476	Abstract
rxn17477	Abstract
rxn17478	Abstract
rxn17479	Abstract
rxn17480	Abstract
rxn17481	MI
rxn17482	Abstract
rxn17483	Abstract
rxn17484	Abstract
rxn17485	OBS
rxn17486	Abstract
rxn17487	OBS
rxn17488	Abstract
rxn17489	Abstract
rxn17490	Abstract
rxn17491	MI
rxn17492	CI
rxn17493	CI
rxn17494	CI
rxn17495	MI
rxn17496	Abstract
rxn17497	CI
rxn17498	MI
rxn17499	CI
rxn17500	MI
rxn17501	CI
rxn17502	CI
rxn17503	CI
rxn17504	Abstract
rxn17505	CI
rxn17506	CI
rxn17507	MI
rxn17508	CI
rxn17509	CI
rxn17510	MI
rxn17511	CI
rxn17512	CI
rxn17513	CI
rxn17514	CI
rxn17515	CI
rxn17516	CI
rxn17517	CI
rxn17518	MI
rxn17519	CI
rxn17520	CI
rxn17522	OBS
rxn17523	CI
rxn17524	CI
rxn17525	CI
rxn17526	MI
rxn17527	CI
rxn17528	CI
rxn17529	MI
rxn17530	MI
rxn17531	MI
rxn17532	MI
rxn17533	MI
rxn17534	CI
rxn17535	MI
rxn17536	CI
rxn17537	CI
rxn17538	CI
rxn17539	CI
rxn17540	Abstract
rxn17541	OBS
rxn17542	MI
rxn17543	MI
rxn17544	CI
rxn17547	MI
rxn17548	CI
rxn17549	Abstract
rxn17550	CI
rxn17551	CI
rxn17553	CI
rxn17554	CI
rxn17555	CI
rxn17556	CI
rxn17557	MI
rxn17558	MI
rxn17559	CI
rxn17561	CI
rxn17562	CI
rxn17563	CI
rxn17565	MI
rxn17566	MI
rxn17567	CI
rxn17568	CI
rxn17569	CI
rxn17570	Abstract
rxn17572	CI
rxn17573	MI
rxn17574	MI
rxn17575	MI
rxn17576	MI
rxn17577	MI
rxn17578	MI
rxn17579	CI
rxn17580	CI
rxn17582	MI
rxn17583	MI
rxn17584	CI
rxn17586	CI
rxn17587	MI
rxn17588	MI
rxn17589	Abstract
rxn17590	CI
rxn17591	CI
rxn17592	MI
rxn17593	CI
rxn17594	MI
rxn17595	CI
rxn17597	MI
rxn17598	MI
rxn17599	CI
rxn17600	CI
rxn17601	CI
rxn17602	MI
rxn17604	MI
rxn17605	MI
rxn17606	MI
rxn17607	MI
rxn17608	Abstract
rxn17609	Abstract
rxn17610	Abstract
rxn17611	MI
rxn17612	Abstract
rxn17613	CI
rxn17614	MI
rxn17616	OBS
rxn17617	CI
rxn17618	CI
rxn17619	CI
rxn17620	CI
rxn17621	MI
rxn17622	CI
rxn17623	MI
rxn17624	CI
rxn17625	CI
rxn17626	MI
rxn17627	MI
rxn17628	MI
rxn17629	Abstract
rxn17630	Abstract
rxn17631	Abstract
rxn17632	Abstract
rxn17633	MI
rxn17634	Abstract
rxn17635	MI
rxn17636	Abstract
rxn17637	Abstract
rxn17638	MI
rxn17639	Abstract
rxn17640	OBS
rxn17643	OBS
rxn17644	Abstract
rxn17645	Abstract
rxn17646	CI
rxn17647	MI
rxn17648	OBS
rxn17649	OBS
rxn17650	OBS
rxn17651	Abstract
rxn17652	OBS
rxn17654	Abstract
rxn17656	Abstract
rxn17662	OBS
rxn17663	OBS
rxn17664	Abstract
rxn17665	Abstract
rxn17666	Abstract
rxn17667	OBS
rxn17668	Abstract
rxn17669	OBS
rxn17670	Abstract
rxn17671	Abstract
rxn17672	Abstract
rxn17673	MI
rxn17674	Abstract
rxn17675	CI
rxn17676	Abstract
rxn17677	Abstract
rxn17678	OBS
rxn17679	Abstract
rxn17680	OBS
rxn17682	MI
rxn17683	Abstract
rxn17690	Abstract
rxn17697	Abstract
rxn17698	Abstract
rxn17699	Abstract
rxn17700	Abstract
rxn17701	Abstract
rxn17702	MI
rxn17704	OBS
rxn17705	OBS
rxn17706	MI
rxn17708	CI
rxn17709	CI
rxn17710	Abstract
rxn17711	CI
rxn17712	CI
rxn17713	CI
rxn17714	MI
rxn17715	Abstract
rxn17716	OBS
rxn17717	OBS
rxn17719	OBS
rxn17720	Abstract
rxn17721	MI
rxn17722	Abstract
rxn17723	Abstract
rxn17724	Abstract
rxn17725	CI
rxn17726	Abstract
rxn17727	OBS
rxn17728	Abstract
rxn17729	OBS
rxn17732	MI
rxn17733	Abstract
rxn17734	Abstract
rxn17735	OBS
rxn17736	MI
rxn17737	MI
rxn17739	CI
rxn17740	Abstract
rxn17743	CI
rxn17744	OBS
rxn17745	OBS
rxn17746	Abstract
rxn17747	OBS
rxn17748	OBS
rxn17749	OBS
rxn17750	Abstract
rxn17751	OBS
rxn17752	OBS
rxn17753	OBS
rxn17754	OBS
rxn17755	Abstract
rxn17756	Abstract
rxn17757	MI
rxn17761	Abstract
rxn17762	OBS
rxn17763	OBS
rxn17765	OBS
rxn17766	OBS
rxn17767	OBS
rxn17768	Abstract
rxn17769	MI
rxn17770	MI
rxn17771	MI
rxn17772	Abstract
rxn17773	CI
rxn17774	CI
rxn17775	Abstract
rxn17776	MI
rxn17777	Abstract
rxn17778	Abstract
rxn17779	Abstract
rxn17781	MI
rxn17782	MI
rxn17783	MI
rxn17784	Abstract
rxn17791	MI
rxn17792	MI
rxn17793	Abstract
rxn17794	MI
rxn17795	Abstract
rxn17796	Abstract
rxn17797	MI
rxn17799	MI
rxn17800	MI
rxn17801	Abstract
rxn17802	MI
rxn17803	CI
rxn17804	CI
rxn17805	CI
rxn17806	OBS
rxn17807	OBS
rxn17808	OBS
rxn17809	OBS
rxn17810	OBS
rxn17811	OBS
rxn17812	Abstract
rxn17813	Abstract
rxn17814	OBS
rxn17815	Abstract
rxn17816	MI
rxn17817	MI
rxn17818	MI
rxn17819	Abstract
rxn17820	Abstract
rxn17821	Abstract
rxn17824	Abstract
rxn17825	MI
rxn17827	Abstract
rxn17828	Abstract
rxn17829	OBS
rxn17830	Abstract
rxn17831	Abstract
rxn17832	OBS
rxn17833	Abstract
rxn17834	Abstract
rxn17835	OBS
rxn17836	MI
rxn17837	MI
rxn17838	Abstract
rxn17839	MI
rxn17841	Abstract
rxn17842	MI
rxn17843	Abstract
rxn17844	OBS
rxn17845	Abstract
rxn17846	MI
rxn17847	Abstract
rxn17848	OBS
rxn17849	MI
rxn17853	OBS
rxn17854	OBS
rxn17855	Abstract
rxn17856	Abstract
rxn17857	Abstract
rxn17858	Abstract
rxn17859	Abstract
rxn17860	Abstract
rxn17861	OBS
rxn17864	MI
rxn17865	Abstract
rxn17869	OBS
rxn17874	MI
rxn17875	Abstract
rxn17876	OBS
rxn17879	MI
rxn17880	MI
rxn17881	MI
rxn17882	MI
rxn17883	Abstract
rxn17884	Abstract
rxn17885	MI
rxn17886	MI
rxn17887	MI
rxn17888	MI
rxn17889	MI
rxn17892	MI
rxn17893	MI
rxn17895	Abstract
rxn17899	Abstract
rxn17900	MI
rxn17902	MI
rxn17903	MI
rxn17904	MI
rxn17906	MI
rxn17909	Abstract
rxn17910	MI
rxn17911	MI
rxn17912	MI
rxn17914	MI
rxn17915	MI
rxn17916	MI
rxn17917	MI
rxn17918	Abstract
rxn17919	MI
rxn17920	MI
rxn17921	MI
rxn17922	MI
rxn17923	Abstract
rxn17924	Abstract
rxn17925	MI
rxn17926	MI
rxn17927	Abstract
rxn17929	OBS
rxn17930	Abstract
rxn17931	Abstract
rxn17932	MI
rxn17933	MI
rxn17934	Abstract
rxn17935	MI
rxn17936	MI
rxn17937	MI
rxn17938	MI
rxn17939	CI
rxn17940	MI
rxn17941	MI
rxn17942	MI
rxn17944	MI
rxn17945	MI
rxn17946	Abstract
rxn17947	Abstract
rxn17948	OBS
rxn17949	OBS
rxn17950	Abstract
rxn17951	MI
rxn17952	MI
rxn17954	Abstract
rxn17955	OBS
rxn17956	MI
rxn17957	MI
rxn17958	MI
rxn17959	MI
rxn17960	MI
rxn17961	MI
rxn17962	MI
rxn17963	MI
rxn17965	Abstract
rxn17966	Abstract
rxn17967	OBS
rxn17968	MI
rxn17969	MI
rxn17970	MI
rxn17971	MI
rxn17972	MI
rxn17973	MI
rxn17976	MI
rxn17977	MI
rxn17978	Abstract
rxn17979	MI
rxn17980	MI
rxn17981	MI
rxn17982	Abstract
rxn17983	MI
rxn17984	Abstract
rxn17985	MI
rxn17986	Abstract
rxn17987	MI
rxn17989	MI
rxn17990	Abstract
rxn17991	MI
rxn17992	Abstract
rxn17993	Abstract
rxn17994	Abstract
rxn17995	OBS
rxn17996	MI
rxn17997	MI
rxn17998	MI
rxn17999	MI
rxn18000	MI
rxn18001	MI
rxn18002	MI
rxn18004	MI
rxn18006	MI
rxn18007	MI
rxn18009	Abstract
rxn18010	OBS
rxn18011	MI
rxn18012	MI
rxn18013	MI
rxn18015	MI
rxn18016	MI
rxn18017	MI
rxn18018	Abstract
rxn18019	MI
rxn18020	MI
rxn18021	Abstract
rxn18022	MI
rxn18023	MI
rxn18026	MI
rxn18027	MI
rxn18028	MI
rxn18029	MI
rxn18030	MI
rxn18031	MI
rxn18032	MI
rxn18034	MI
rxn18035	Abstract
rxn18036	Abstract
rxn18037	Abstract
rxn18038	Abstract
rxn18040	Abstract
rxn18046	OBS
rxn18047	Abstract
rxn18048	Abstract
rxn18049	Abstract
rxn18050	MI
rxn18051	Abstract
rxn18052	MI
rxn18053	MI
rxn18054	Abstract
rxn18055	Abstract
rxn18056	Abstract
rxn18057	OBS
rxn18058	MI
rxn18059	Abstract
rxn18060	Abstract
rxn18061	OBS
rxn18062	MI
rxn18063	MI
rxn18065	MI
rxn18068	MI
rxn18069	MI
rxn18070	MI
rxn18071	MI
rxn18073	Abstract
rxn18074	MI
rxn18075	Abstract
rxn18076	MI
rxn18077	MI
rxn18078	MI
rxn18079	MI
rxn18089	Abstract
rxn18092	MI
rxn18098	Abstract
